Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment,Churn
2,412.78000000000003,205,1,3,2,132,At Risk,0
5,1788.3600000000001,0,5,4,4,544,Champions,0
1,320.58000000000004,184,1,1,2,112,Lost Customers,1
5,886.7,31,4,4,3,443,Loyal Customers,0
2,225.85,56,3,3,1,331,Loyal Customers,0
2,899.63,195,1,3,3,133,At Risk,0
4,2791.27,23,4,4,5,445,Champions,0
2,671.96,90,2,3,3,233,At Risk,0
2,955.26,3,5,3,4,534,Loyal Customers,0
3,1006.98,50,3,3,4,334,Loyal Customers,0
1,114.56,262,1,1,1,111,Lost Customers,1
1,344.90000000000003,265,1,1,2,112,Lost Customers,1
2,609.85,35,3,3,3,333,Loyal Customers,0
1,443.6,50,3,1,2,312,Lost Customers,1
6,2984.49,51,3,5,5,355,Loyal Customers,0
6,2107.38,23,4,5,5,455,Champions,0
1,110.46,21,4,1,1,411,New  Customers,0
1,96.12,58,3,1,1,311,Lost Customers,1
2,693.8100000000001,169,2,3,3,233,At Risk,0
2,830.76,67,3,3,3,333,Loyal Customers,0
2,597.09,156,2,3,3,233,At Risk,0
73,280206.02,1,5,5,5,555,Champions,0
1,236.04000000000002,200,1,1,1,111,Lost Customers,1
4,1402.59,4,5,4,4,544,Champions,0
2,653.75,66,3,3,3,333,Loyal Customers,0
1,114.18,76,2,1,1,211,Lost Customers,1
7,1926.65,0,5,5,4,554,Champions,0
4,1932.23,7,5,4,4,544,Champions,0
2,291.05,168,2,3,2,232,At Risk,0
4,848.22,17,4,4,3,443,Loyal Customers,0
2,247.15,4,5,3,1,531,Loyal Customers,0
9,2529.93,8,5,5,5,555,Champions,0
2,285.74,86,2,3,2,232,At Risk,0
1,107.95,26,4,1,1,411,New  Customers,0
4,741.37,28,4,4,3,443,Loyal Customers,0
2,636.24,19,4,3,3,433,Loyal Customers,0
5,1835.7,60,3,4,4,344,Loyal Customers,0
1,195.25,23,4,1,1,411,New  Customers,0
25,9175.04,10,5,5,5,555,Champions,0
3,1259.24,241,1,3,4,134,At Risk,0
2,392.86,279,1,3,2,132,At Risk,0
2,765.55,234,1,3,3,133,At Risk,0
5,1736.4,2,5,4,4,544,Champions,0
1,596.36,15,4,1,3,413,New  Customers,0
6,2548.2400000000002,30,4,5,5,455,Champions,0
16,28754.11,24,4,5,5,455,Champions,0
3,498.95,70,3,3,3,333,Loyal Customers,0
2,52.0,187,1,3,1,131,At Risk,0
5,1201.51,25,4,4,4,444,Champions,0
1,628.38,106,2,1,3,213,Lost Customers,1
21,5579.1,7,5,5,5,555,Champions,0
1,112.8,208,1,1,1,111,Lost Customers,1
2,355.05,43,3,3,2,332,Loyal Customers,0
5,2114.33,30,4,4,5,445,Champions,0
4,591.55,136,2,4,3,243,At Risk,0
1,172.9,264,1,1,1,111,Lost Customers,1
7,2078.95,3,5,5,5,555,Champions,0
2,188.60999999999999,217,1,3,1,131,At Risk,0
5,1217.27,1,5,4,4,544,Champions,0
1,109.13000000000001,213,1,1,1,111,Lost Customers,1
3,2195.1,31,4,3,5,435,Loyal Customers,0
9,2526.09,10,5,5,5,555,Champions,0
17,3251.79,0,5,5,5,555,Champions,0
1,318.17,14,4,1,2,412,New  Customers,0
9,1493.96,10,5,5,4,554,Champions,0
1,179.0,198,1,1,1,111,Lost Customers,1
3,1126.37,2,5,3,4,534,Loyal Customers,0
13,4921.04,14,4,5,5,455,Champions,0
4,599.48,13,4,4,3,443,Loyal Customers,0
11,2839.62,9,5,5,5,555,Champions,0
3,917.07,28,4,3,3,433,Loyal Customers,0
11,2662.2,8,5,5,5,555,Champions,0
1,160.19,23,4,1,1,411,New  Customers,0
4,867.38,24,4,4,3,443,Loyal Customers,0
2,307.51,42,3,3,2,332,Loyal Customers,0
5,1581.84,1,5,4,4,544,Champions,0
3,663.81,5,5,3,3,533,Loyal Customers,0
1,180.42000000000002,146,2,1,1,211,Lost Customers,1
6,1122.3600000000001,9,5,5,4,554,Champions,0
1,655.58,24,4,1,3,413,New  Customers,0
1,268.58,273,1,1,2,112,Lost Customers,1
1,313.49,373,1,1,2,112,Lost Customers,1
8,1897.57,0,5,5,4,554,Champions,0
3,380.02,46,3,3,2,332,Loyal Customers,0
8,2702.4900000000002,7,5,5,5,555,Champions,0
12,9585.91,15,4,5,5,455,Champions,0
32,6065.69,3,5,5,5,555,Champions,0
3,1164.55,3,5,3,4,534,Loyal Customers,0
7,1314.45,42,3,5,4,354,Loyal Customers,0
7,3902.28,3,5,5,5,555,Champions,0
3,1448.21,196,1,3,4,134,At Risk,0
6,1400.34,11,5,5,4,554,Champions,0
7,1099.98,15,4,5,4,454,Champions,0
5,1220.26,112,2,4,4,244,At Risk,0
1,328.2,248,1,1,2,112,Lost Customers,1
5,1415.75,28,4,4,4,444,Champions,0
1,389.64,43,3,1,2,312,Lost Customers,1
1,563.15,86,2,1,3,213,Lost Customers,1
2,638.05,44,3,3,3,333,Loyal Customers,0
11,5010.28,9,5,5,5,555,Champions,0
1,738.96,14,4,1,3,413,New  Customers,0
1,420.5,74,2,1,2,212,Lost Customers,1
4,1484.06,144,2,4,4,244,At Risk,0
3,1625.97,4,5,3,4,534,Loyal Customers,0
1,89.2,296,1,1,1,111,Lost Customers,1
2,255.9,58,3,3,2,332,Loyal Customers,0
1,300.52,263,1,1,2,112,Lost Customers,1
1,278.3,46,3,1,2,312,Lost Customers,1
3,254.11,28,4,3,2,432,Loyal Customers,0
6,2473.37,7,5,5,5,555,Champions,0
2,192.60000000000002,16,4,3,1,431,Loyal Customers,0
8,10416.98,2,5,5,5,555,Champions,0
2,876.42,231,1,3,3,133,At Risk,0
1,139.26,111,2,1,1,211,Lost Customers,1
3,1011.9,57,3,3,4,334,Loyal Customers,0
11,2538.3,50,3,5,5,355,Loyal Customers,0
2,730.86,126,2,3,3,233,At Risk,0
3,386.15,280,1,3,2,132,At Risk,0
2,447.68,54,3,3,2,332,Loyal Customers,0
1,200.10000000000002,319,1,1,1,111,Lost Customers,1
2,289.99,25,4,3,2,432,Loyal Customers,0
2,77.4,9,5,3,1,531,Loyal Customers,0
2,679.4399999999999,6,5,3,3,533,Loyal Customers,0
1,197.64,28,4,1,1,411,New  Customers,0
4,745.06,16,4,4,3,443,Loyal Customers,0
1,6.2,63,3,1,1,311,Lost Customers,1
1,228.99,20,4,1,1,411,New  Customers,0
7,1319.91,2,5,5,4,554,Champions,0
1,131.45000000000002,165,2,1,1,211,Lost Customers,1
17,7975.49,0,5,5,5,555,Champions,0
3,173.74,52,3,3,1,331,Loyal Customers,0
1,157.7,50,3,1,1,311,Lost Customers,1
12,4331.79,47,3,5,5,355,Loyal Customers,0
1,189.34,60,3,1,1,311,Lost Customers,1
3,845.55,161,2,3,3,233,At Risk,0
1,353.27,8,5,1,2,512,New  Customers,0
4,546.4,14,4,4,3,443,Loyal Customers,0
1,193.39000000000001,74,2,1,1,211,Lost Customers,1
8,2718.6,39,3,5,5,355,Loyal Customers,0
11,2085.33,40,3,5,5,355,Loyal Customers,0
2,152.88,369,1,3,1,131,At Risk,0
2,778.5,36,3,3,3,333,Loyal Customers,0
1,271.85,196,1,1,2,112,Lost Customers,1
2,1110.34,199,1,3,4,134,At Risk,0
3,657.8,73,2,3,3,233,At Risk,0
2,272.07,63,3,3,2,332,Loyal Customers,0
4,507.29,20,4,4,3,443,Loyal Customers,0
1,48.800000000000004,366,1,1,1,111,Lost Customers,1
3,321.43,179,1,3,2,132,At Risk,0
4,1127.71,9,5,4,4,544,Champions,0
12,2221.01,3,5,5,5,555,Champions,0
3,2139.76,196,1,3,5,135,At Risk,0
4,697.55,28,4,4,3,443,Loyal Customers,0
1,188.88,52,3,1,1,311,Lost Customers,1
6,1720.3,17,4,5,4,454,Champions,0
3,102.44999999999999,9,5,3,1,531,Loyal Customers,0
4,1649.5,89,2,4,4,244,At Risk,0
1,62.85,267,1,1,1,111,Lost Customers,1
6,3295.76,52,3,5,5,355,Loyal Customers,0
4,2824.69,43,3,4,5,345,Loyal Customers,0
4,3189.81,63,3,4,5,345,Loyal Customers,0
1,309.4,148,2,1,2,212,Lost Customers,1
25,7930.54,21,4,5,5,455,Champions,0
1,325.75,311,1,1,2,112,Lost Customers,1
2,511.35,22,4,3,3,433,Loyal Customers,0
6,2836.69,57,3,5,5,355,Loyal Customers,0
2,475.8,23,4,3,2,432,Loyal Customers,0
7,2740.03,77,2,5,5,255,At Risk,0
2,645.65,118,2,3,3,233,At Risk,0
3,1290.53,35,3,3,4,334,Loyal Customers,0
2,1173.12,59,3,3,4,334,Loyal Customers,0
4,1353.74,12,5,4,4,544,Champions,0
1,170.32,18,4,1,1,411,New  Customers,0
1,125.79,51,3,1,1,311,Lost Customers,1
2,841.1999999999999,25,4,3,3,433,Loyal Customers,0
1,266.76,28,4,1,2,412,New  Customers,0
2,52.2,6,5,3,1,531,Loyal Customers,0
12,14389.9,10,5,5,5,555,Champions,0
3,710.28,185,1,3,3,133,At Risk,0
8,2953.59,2,5,5,5,555,Champions,0
2,721.45,8,5,3,3,533,Loyal Customers,0
1,327.25,261,1,1,2,112,Lost Customers,1
4,501.28000000000003,2,5,4,3,543,Loyal Customers,0
1,519.68,209,1,1,3,113,Lost Customers,1
2,1465.3200000000002,107,2,3,4,234,At Risk,0
9,1476.09,12,5,5,4,554,Champions,0
3,690.59,76,2,3,3,233,At Risk,0
1,255.4,19,4,1,2,412,New  Customers,0
2,589.7,26,4,3,3,433,Loyal Customers,0
6,761.59,18,4,5,3,453,Loyal Customers,0
1,765.3199999999999,131,2,1,3,213,Lost Customers,1
1,364.8,252,1,1,2,112,Lost Customers,1
1,1862.0,78,2,1,4,214,Lost Customers,1
1,369.2,206,1,1,2,112,Lost Customers,1
1,135.9,335,1,1,1,111,Lost Customers,1
1,125.65,253,1,1,1,111,Lost Customers,1
2,554.38,147,2,3,3,233,At Risk,0
2,1237.8500000000001,9,5,3,4,534,Loyal Customers,0
1,655.75,84,2,1,3,213,Lost Customers,1
20,11138.710000000001,7,5,5,5,555,Champions,0
2,468.77000000000004,204,1,3,2,132,At Risk,0
4,1366.38,7,5,4,4,544,Champions,0
6,1269.31,22,4,5,4,454,Champions,0
9,1421.29,10,5,5,4,554,Champions,0
1,332.66,25,4,1,2,412,New  Customers,0
5,2795.33,20,4,4,5,445,Champions,0
2,1025.44,1,5,3,4,534,Loyal Customers,0
2,616.15,157,2,3,3,233,At Risk,0
7,3501.1,2,5,5,5,555,Champions,0
1,277.8,73,2,1,2,212,Lost Customers,1
4,434.35,2,5,4,2,542,Loyal Customers,0
201,143711.17,0,5,5,5,555,Champions,0
2,867.85,16,4,3,3,433,Loyal Customers,0
4,1227.43,35,3,4,4,344,Loyal Customers,0
2,307.48,90,2,3,2,232,At Risk,0
4,1268.98,70,3,4,4,344,Loyal Customers,0
2,1610.15,115,2,3,4,234,At Risk,0
2,977.77,212,1,3,4,134,At Risk,0
2,1316.07,29,4,3,4,434,Loyal Customers,0
1,749.1,50,3,1,3,313,Lost Customers,1
1,310.05,245,1,1,2,112,Lost Customers,1
1,223.88,31,4,1,1,411,New  Customers,0
3,2362.96,108,2,3,5,235,At Risk,0
5,1257.68,4,5,4,4,544,Champions,0
1,363.53,365,1,1,2,112,Lost Customers,1
2,1890.94,81,2,3,4,234,At Risk,0
1,1784.71,296,1,1,4,114,Lost Customers,1
8,8137.02,33,3,5,5,355,Loyal Customers,0
3,1621.88,56,3,3,4,334,Loyal Customers,0
12,5900.25,29,4,5,5,455,Champions,0
1,100.9,13,4,1,1,411,New  Customers,0
2,290.82,71,3,3,2,332,Loyal Customers,0
6,1101.97,22,4,5,4,454,Champions,0
1,371.2,18,4,1,2,412,New  Customers,0
1,311.69,78,2,1,2,212,Lost Customers,1
11,8099.49,59,3,5,5,355,Loyal Customers,0
1,285.67,24,4,1,2,412,New  Customers,0
1,294.85,11,5,1,2,512,New  Customers,0
1,58.49,252,1,1,1,111,Lost Customers,1
3,483.72999999999996,146,2,3,2,232,At Risk,0
4,695.42,63,3,4,3,343,Loyal Customers,0
2,221.27,7,5,3,1,531,Loyal Customers,0
9,7044.68,10,5,5,5,555,Champions,0
1,126.7,270,1,1,1,111,Lost Customers,1
5,1472.34,9,5,4,4,544,Champions,0
1,206.21,246,1,1,1,111,Lost Customers,1
2,596.09,95,2,3,3,233,At Risk,0
1,183.02,14,4,1,1,411,New  Customers,0
1,463.8,49,3,1,2,312,Lost Customers,1
1,147.59,29,4,1,1,411,New  Customers,0
4,1592.06,67,3,4,4,344,Loyal Customers,0
3,1097.98,34,3,3,4,334,Loyal Customers,0
1,114.77,127,2,1,1,211,Lost Customers,1
3,1314.45,106,2,3,4,234,At Risk,0
1,89.94,36,3,1,1,311,Lost Customers,1
1,279.94,56,3,1,2,312,Lost Customers,1
7,790.86,56,3,5,3,353,Loyal Customers,0
5,1921.3700000000001,71,3,4,4,344,Loyal Customers,0
1,102.12,245,1,1,1,111,Lost Customers,1
2,202.37,18,4,3,1,431,Loyal Customers,0
2,292.01,197,1,3,2,132,At Risk,0
2,326.4,15,4,3,2,432,Loyal Customers,0
1,334.54,211,1,1,2,112,Lost Customers,1
2,231.98000000000002,38,3,3,1,331,Loyal Customers,0
3,546.1999999999999,45,3,3,3,333,Loyal Customers,0
2,414.87,169,2,3,2,232,At Risk,0
1,490.52,47,3,1,3,313,Lost Customers,1
4,1641.76,115,2,4,4,244,At Risk,0
1,1220.77,146,2,1,4,214,Lost Customers,1
28,6295.37,15,4,5,5,455,Champions,0
1,480.38,50,3,1,2,312,Lost Customers,1
1,156.91,158,2,1,1,211,Lost Customers,1
3,1259.43,11,5,3,4,534,Loyal Customers,0
1,308.94,35,3,1,2,312,Lost Customers,1
2,405.04,53,3,3,2,332,Loyal Customers,0
2,257.67,42,3,3,2,332,Loyal Customers,0
1,170.04,172,2,1,1,211,Lost Customers,1
1,125.58,33,3,1,1,311,Lost Customers,1
3,496.21000000000004,38,3,3,3,333,Loyal Customers,0
1,252.81,266,1,1,2,112,Lost Customers,1
9,1871.77,8,5,5,4,554,Champions,0
4,852.39,11,5,4,3,543,Loyal Customers,0
11,6720.41,2,5,5,5,555,Champions,0
10,1636.43,9,5,5,4,554,Champions,0
1,361.96,32,4,1,2,412,New  Customers,0
3,469.0,79,2,3,2,232,At Risk,0
4,1066.1499999999999,30,4,4,4,444,Champions,0
4,627.13,7,5,4,3,543,Loyal Customers,0
2,518.28,71,3,3,3,333,Loyal Customers,0
4,653.19,3,5,4,3,543,Loyal Customers,0
3,4959.1,255,1,3,5,135,At Risk,0
10,2557.18,4,5,5,5,555,Champions,0
8,4274.16,15,4,5,5,455,Champions,0
1,252.73000000000002,89,2,1,2,212,Lost Customers,1
3,429.56,71,3,3,2,332,Loyal Customers,0
6,685.74,58,3,5,3,353,Loyal Customers,0
47,19766.59,9,5,5,5,555,Champions,0
1,179.93,169,2,1,1,211,Lost Customers,1
1,135.93,198,1,1,1,111,Lost Customers,1
1,537.0,30,4,1,3,413,New  Customers,0
17,7634.7300000000005,18,4,5,5,455,Champions,0
2,735.66,151,2,3,3,233,At Risk,0
15,5090.42,8,5,5,5,555,Champions,0
1,343.62,269,1,1,2,112,Lost Customers,1
4,381.0,64,3,4,2,342,Loyal Customers,0
1,121.17000000000002,273,1,1,1,111,Lost Customers,1
3,1737.69,24,4,3,4,434,Loyal Customers,0
3,1383.3600000000001,22,4,3,4,434,Loyal Customers,0
1,207.73000000000002,318,1,1,1,111,Lost Customers,1
3,693.95,4,5,3,3,533,Loyal Customers,0
2,302.1,11,5,3,2,532,Loyal Customers,0
2,1489.5,274,1,3,4,134,At Risk,0
11,2102.54,24,4,5,5,455,Champions,0
9,1337.72,40,3,5,4,354,Loyal Customers,0
4,294.25,7,5,4,2,542,Loyal Customers,0
48,54534.14,3,5,5,5,555,Champions,0
4,987.86,70,3,4,4,344,Loyal Customers,0
1,370.79999999999995,212,1,1,2,112,Lost Customers,1
4,3158.13,37,3,4,5,345,Loyal Customers,0
1,893.59,52,3,1,3,313,Lost Customers,1
3,1744.76,77,2,3,4,234,At Risk,0
2,553.36,45,3,3,3,333,Loyal Customers,0
1,1109.53,178,2,1,4,214,Lost Customers,1
1,106.2,372,1,1,1,111,Lost Customers,1
2,982.07,93,2,3,4,234,At Risk,0
3,1043.41,9,5,3,4,534,Loyal Customers,0
1,735.67,104,2,1,3,213,Lost Customers,1
1,773.03,77,2,1,3,213,Lost Customers,1
1,880.85,172,2,1,3,213,Lost Customers,1
32,9743.11,6,5,5,5,555,Champions,0
4,895.61,212,1,4,3,143,At Risk,0
5,504.8,21,4,4,3,443,Loyal Customers,0
1,88.2,256,1,1,1,111,Lost Customers,1
1,306.94,281,1,1,2,112,Lost Customers,1
2,1160.07,20,4,3,4,434,Loyal Customers,0
6,2420.84,9,5,5,5,555,Champions,0
1,381.32,307,1,1,2,112,Lost Customers,1
1,480.71,67,3,1,2,312,Lost Customers,1
2,457.81,214,1,3,2,132,At Risk,0
6,4597.02,17,4,5,5,455,Champions,0
4,1370.6,103,2,4,4,244,At Risk,0
1,219.39000000000001,42,3,1,1,311,Lost Customers,1
1,248.08,3,5,1,1,511,New  Customers,0
3,39916.5,181,1,3,5,135,At Risk,0
1,410.48,83,2,1,2,212,Lost Customers,1
3,876.0,333,1,3,3,133,At Risk,0
2,317.53,8,5,3,2,532,Loyal Customers,0
2,703.36,30,4,3,3,433,Loyal Customers,0
2,993.54,196,1,3,4,134,At Risk,0
7,2298.93,17,4,5,5,455,Champions,0
5,1422.52,17,4,4,4,444,Champions,0
6,319.5,310,1,5,2,152,At Risk,0
4,1300.25,141,2,4,4,244,At Risk,0
1,484.95,245,1,1,2,112,Lost Customers,1
4,996.1,23,4,4,4,444,Champions,0
3,1567.48,28,4,3,4,434,Loyal Customers,0
3,3509.43,9,5,3,5,535,Loyal Customers,0
10,2760.56,29,4,5,5,455,Champions,0
1,340.11,17,4,1,2,412,New  Customers,0
4,1352.75,17,4,4,4,444,Champions,0
5,1551.78,14,4,4,4,444,Champions,0
1,244.8,133,2,1,1,211,Lost Customers,1
1,266.4,245,1,1,2,112,Lost Customers,1
1,358.82,133,2,1,2,212,Lost Customers,1
2,457.72,49,3,3,2,332,Loyal Customers,0
3,1633.78,113,2,3,4,234,At Risk,0
2,2199.31,6,5,3,5,535,Loyal Customers,0
2,184.19,22,4,3,1,431,Loyal Customers,0
15,11528.48,24,4,5,5,455,Champions,0
1,406.53,65,3,1,2,312,Lost Customers,1
4,1471.0,59,3,4,4,344,Loyal Customers,0
11,3447.4,49,3,5,5,355,Loyal Customers,0
1,330.11,169,2,1,2,212,Lost Customers,1
5,977.9300000000001,17,4,4,4,444,Champions,0
3,982.42,127,2,3,4,234,At Risk,0
8,1387.99,14,4,5,4,454,Champions,0
1,139.05,238,1,1,1,111,Lost Customers,1
4,1286.7,2,5,4,4,544,Champions,0
2,178.96,239,1,3,1,131,At Risk,0
7,2354.25,51,3,5,5,355,Loyal Customers,0
1,498.74,45,3,1,3,313,Lost Customers,1
1,259.45,225,1,1,2,112,Lost Customers,1
17,6580.44,7,5,5,5,555,Champions,0
4,1194.73,3,5,4,4,544,Champions,0
2,1327.16,164,2,3,4,234,At Risk,0
1,623.5,239,1,1,3,113,Lost Customers,1
1,301.29,10,5,1,2,512,New  Customers,0
1,520.8000000000001,133,2,1,3,213,Lost Customers,1
10,5291.33,16,4,5,5,455,Champions,0
13,4745.69,9,5,5,5,555,Champions,0
1,329.25,30,4,1,2,412,New  Customers,0
1,254.28,74,2,1,2,212,Lost Customers,1
3,961.49,0,5,3,4,534,Loyal Customers,0
3,1936.07,3,5,3,4,534,Loyal Customers,0
1,401.40000000000003,44,3,1,2,312,Lost Customers,1
30,18641.010000000002,1,5,5,5,555,Champions,0
1,158.16,356,1,1,1,111,Lost Customers,1
2,304.47,17,4,3,2,432,Loyal Customers,0
3,824.58,68,3,3,3,333,Loyal Customers,0
1,487.75,372,1,1,3,113,Lost Customers,1
1,158.8,320,1,1,1,111,Lost Customers,1
1,106.56,25,4,1,1,411,New  Customers,0
1,1289.5,330,1,1,4,114,Lost Customers,1
5,1624.05,8,5,4,4,544,Champions,0
1,135.75,322,1,1,1,111,Lost Customers,1
1,224.14,71,3,1,1,311,Lost Customers,1
1,40.5,259,1,1,1,111,Lost Customers,1
5,2206.95,17,4,4,5,445,Champions,0
1,87.5,366,1,1,1,111,Lost Customers,1
3,689.4799999999999,65,3,3,3,333,Loyal Customers,0
2,622.85,153,2,3,3,233,At Risk,0
2,402.2,28,4,3,2,432,Loyal Customers,0
1,310.62,69,3,1,2,312,Lost Customers,1
2,411.41,13,4,3,2,432,Loyal Customers,0
16,4777.18,1,5,5,5,555,Champions,0
41,16225.39,0,5,5,5,555,Champions,0
3,1044.32,119,2,3,4,234,At Risk,0
1,499.32,60,3,1,3,313,Lost Customers,1
15,7616.53,2,5,5,5,555,Champions,0
1,3861.0,2,5,1,5,515,New  Customers,0
3,1079.6100000000001,10,5,3,4,534,Loyal Customers,0
2,193.64,91,2,3,1,231,At Risk,0
4,1268.7,58,3,4,4,344,Loyal Customers,0
5,1236.54,86,2,4,4,244,At Risk,0
6,1827.8,25,4,5,4,454,Champions,0
1,316.58,356,1,1,2,112,Lost Customers,1
2,653.24,84,2,3,3,233,At Risk,0
4,420.29999999999995,9,5,4,2,542,Loyal Customers,0
5,870.12,0,5,4,3,543,Loyal Customers,0
1,331.18,224,1,1,2,112,Lost Customers,1
2,894.4100000000001,59,3,3,3,333,Loyal Customers,0
1,101.8,240,1,1,1,111,Lost Customers,1
2,328.35,318,1,3,2,132,At Risk,0
8,1661.44,1,5,5,4,554,Champions,0
3,734.94,46,3,3,3,333,Loyal Customers,0
1,96.6,87,2,1,1,211,Lost Customers,1
11,5756.89,10,5,5,5,555,Champions,0
1,305.75,175,2,1,2,212,Lost Customers,1
6,1778.96,51,3,5,4,354,Loyal Customers,0
1,403.25,365,1,1,2,112,Lost Customers,1
1,585.0,318,1,1,3,113,Lost Customers,1
2,755.75,225,1,3,3,133,At Risk,0
2,322.08,357,1,3,2,132,At Risk,0
1,409.40000000000003,233,1,1,2,112,Lost Customers,1
1,154.41,310,1,1,1,111,Lost Customers,1
5,1219.4,36,3,4,4,344,Loyal Customers,0
4,3386.71,65,3,4,5,345,Loyal Customers,0
2,429.6,238,1,3,2,132,At Risk,0
2,612.06,112,2,3,3,233,At Risk,0
1,197.0,276,1,1,1,111,Lost Customers,1
12,2247.51,217,1,5,5,155,At Risk,0
1,321.05,298,1,1,2,112,Lost Customers,1
4,1412.32,1,5,4,4,544,Champions,0
3,1071.99,28,4,3,4,434,Loyal Customers,0
2,780.59,9,5,3,3,533,Loyal Customers,0
5,1706.57,44,3,4,4,344,Loyal Customers,0
8,1756.44,66,3,5,4,354,Loyal Customers,0
1,316.68,73,2,1,2,212,Lost Customers,1
2,631.57,64,3,3,3,333,Loyal Customers,0
3,2515.84,133,2,3,5,235,At Risk,0
2,514.15,237,1,3,3,133,At Risk,0
1,356.0,121,2,1,2,212,Lost Customers,1
13,6688.46,31,4,5,5,455,Champions,0
11,10484.99,8,5,5,5,555,Champions,0
2,740.78,35,3,3,3,333,Loyal Customers,0
5,918.1999999999999,15,4,4,3,443,Loyal Customers,0
1,300.36,126,2,1,2,212,Lost Customers,1
1,890.85,66,3,1,3,313,Lost Customers,1
1,98.45,148,2,1,1,211,Lost Customers,1
1,317.15,282,1,1,2,112,Lost Customers,1
2,623.16,168,2,3,3,233,At Risk,0
7,1810.77,99,2,5,4,254,At Risk,0
1,254.82,134,2,1,2,212,Lost Customers,1
1,178.95000000000002,323,1,1,1,111,Lost Customers,1
1,156.51,106,2,1,1,211,Lost Customers,1
1,393.74,63,3,1,2,312,Lost Customers,1
2,1506.1200000000001,150,2,3,4,234,At Risk,0
1,119.3,337,1,1,1,111,Lost Customers,1
5,1717.36,21,4,4,4,444,Champions,0
1,408.8,23,4,1,2,412,New  Customers,0
7,2379.49,15,4,5,5,455,Champions,0
15,2493.34,6,5,5,5,555,Champions,0
2,721.94,56,3,3,3,333,Loyal Customers,0
2,716.57,3,5,3,3,533,Loyal Customers,0
1,615.14,37,3,1,3,313,Lost Customers,1
1,128.63,65,3,1,1,311,Lost Customers,1
1,255.89999999999998,46,3,1,2,312,Lost Customers,1
1,290.51,354,1,1,2,112,Lost Customers,1
1,113.12,171,2,1,1,211,Lost Customers,1
9,2332.15,58,3,5,5,355,Loyal Customers,0
1,240.55,49,3,1,1,311,Lost Customers,1
2,486.69,21,4,3,2,432,Loyal Customers,0
5,2306.52,42,3,4,5,345,Loyal Customers,0
3,939.78,28,4,3,4,434,Loyal Customers,0
18,7943.22,4,5,5,5,555,Champions,0
15,4668.3,25,4,5,5,455,Champions,0
1,178.39,200,1,1,1,111,Lost Customers,1
6,3672.86,50,3,5,5,355,Loyal Customers,0
3,641.94,9,5,3,3,533,Loyal Customers,0
12,4799.9,1,5,5,5,555,Champions,0
7,4507.01,66,3,5,5,355,Loyal Customers,0
1,496.44,63,3,1,3,313,Lost Customers,1
12,5049.95,50,3,5,5,355,Loyal Customers,0
1,574.02,289,1,1,3,113,Lost Customers,1
8,694.4000000000001,60,3,5,3,353,Loyal Customers,0
3,1174.35,63,3,3,4,334,Loyal Customers,0
1,205.3,95,2,1,1,211,Lost Customers,1
1,310.47,273,1,1,2,112,Lost Customers,1
91,60632.75,0,5,5,5,555,Champions,0
4,924.85,74,2,4,3,243,At Risk,0
1,52.0,109,2,1,1,211,Lost Customers,1
1,327.97,198,1,1,2,112,Lost Customers,1
2,570.5,63,3,3,3,333,Loyal Customers,0
1,165.0,326,1,1,1,111,Lost Customers,1
1,312.62,3,5,1,2,512,New  Customers,0
1,204.5,283,1,1,1,111,Lost Customers,1
1,267.13,43,3,1,2,312,Lost Customers,1
3,2748.31,70,3,3,5,335,Loyal Customers,0
1,679.68,85,2,1,3,213,Lost Customers,1
1,161.74,103,2,1,1,211,Lost Customers,1
1,311.71,333,1,1,2,112,Lost Customers,1
1,208.75,52,3,1,1,311,Lost Customers,1
3,1049.7,38,3,3,4,334,Loyal Customers,0
2,714.96,31,4,3,3,433,Loyal Customers,0
4,1661.06,365,1,4,4,144,At Risk,0
1,1028.56,207,1,1,4,114,Lost Customers,1
3,350.82,156,2,3,2,232,At Risk,0
1,170.22,53,3,1,1,311,Lost Customers,1
2,574.07,65,3,3,3,333,Loyal Customers,0
1,2020.52,80,2,1,4,214,Lost Customers,1
1,406.09,129,2,1,2,212,Lost Customers,1
1,364.5,86,2,1,2,212,Lost Customers,1
3,563.94,0,5,3,3,533,Loyal Customers,0
1,393.54,45,3,1,2,312,Lost Customers,1
1,252.42000000000002,332,1,1,2,112,Lost Customers,1
1,201.60000000000002,365,1,1,1,111,Lost Customers,1
1,158.04,71,3,1,1,311,Lost Customers,1
2,463.90999999999997,157,2,3,2,232,At Risk,0
1,115.65,372,1,1,1,111,Lost Customers,1
7,1934.66,11,5,5,4,554,Champions,0
2,770.12,254,1,3,3,133,At Risk,0
2,277.05,28,4,3,2,432,Loyal Customers,0
10,2718.03,30,4,5,5,455,Champions,0
22,8347.2,4,5,5,5,555,Champions,0
1,427.93,39,3,1,2,312,Lost Customers,1
1,418.92,361,1,1,2,112,Lost Customers,1
1,326.0,372,1,1,2,112,Lost Customers,1
2,913.19,95,2,3,3,233,At Risk,0
7,2314.32,25,4,5,5,455,Champions,0
2,602.51,74,2,3,3,233,At Risk,0
4,1877.59,56,3,4,4,344,Loyal Customers,0
1,446.94000000000005,20,4,1,2,412,New  Customers,0
7,2386.05,40,3,5,5,355,Loyal Customers,0
1,2007.3999999999999,136,2,1,4,214,Lost Customers,1
12,2415.91,7,5,5,5,555,Champions,0
